model_name,audio_path,reference,hypothesis,reference_norm,hypothesis_norm,latency_sec,audio_duration_sec,error
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/a6/284ce6af4eec.wav,я в гости зашёл чай попил,я в гости зашел чай попил,я в гости зашел чай попил,я в гости зашел чай попил,0.7042793330037966,1.4,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/07/059428872f42.wav,ты чё сука такая блять буш,ты что сука такая блять будешь,ты че сука такая блять буш,ты что сука такая блять будешь,0.6905765840201639,1.37,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/44/ddc1fd822c18.wav,ну ты же знаешь где октябрьский комиссариат,ну ты же знаешь где октябрьский комиссариат,ну ты же знаешь где октябрьский комиссариат,ну ты же знаешь где октябрьский комиссариат,0.7115500000072643,1.99,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/c3/049790c23268.wav,кому дать трубку блядь,кому дать трубку блять,кому дать трубку блядь,кому дать трубку блять,0.6857840410084464,1.22,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/a1/cd9e2e53571f.wav,психушки что ли вы,что ли,психушки что ли вы,что ли,0.6967630829894915,1.29,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/8a/e0741460fa7a.wav,это кто говорит,это кто говорит,это кто говорит,это кто говорит,0.6761137919966131,0.92,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/fe/c5cfc126acd1.wav,куда в триста четырнадцатый кабинет,куда в триста четырнадцатый кабинет,куда в триста четырнадцатый кабинет,куда в триста четырнадцатый кабинет,0.710656375013059,2.15,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/e0/c51d93c964bf.wav,отдел вэкэмэо по городскому округу город бор дежурный баранова,отдел вкно по городскому округу город дежурные баранова,отдел вэкэмэо по городскому округу город бор дежурный баранова,отдел вкно по городскому округу город дежурные баранова,0.7587827499955893,3.52,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/42/108c062c490c.wav,которые меня поддерживают,коро меня поддерживает,которые меня поддерживают,коро меня поддерживает,0.6841077079880051,1.11,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/a4/b85b33332426.wav,полные прибудем все прибудем,с луны прибудем все прибудем,полные прибудем все прибудем,с луны прибудем все прибудем,0.7055370419984683,1.96,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/56/f9d1c963cba2.wav,вот вас заело,вот у вас доело,вот вас заело,вот у вас доело,0.6840981669956818,1.15,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/17/b7d09fecc0e8.wav,звонить вам,звонить вам,звонить вам,звонить вам,0.6769234579987824,0.87,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/41/101acde1bb08.wav,я ей звонил я эээ команду никакую не давал,я не звонил я команду никакой не давал,я ей звонил я эээ команду никакую не давал,я не звонил я команду никакой не давал,0.7369755830150098,2.63,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/28/17b6ec0e29f1.wav,ты говори или это самое не молчи,ты говори это самое не молчи,ты говори или это самое не молчи,ты говори это самое не молчи,0.7065053749829531,2.05,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/e2/9782121d2257.wav,вот сейчас сопоставь эти факты,вот сейчас поставь эти факты,вот сейчас сопоставь эти факты,вот сейчас поставь эти факты,0.7020767079957295,1.84,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/58/cbfc5330f95f.wav,позвони мне с московского телефона если есть вопросы приезжай на кутузовский в любой день блядь,позвони мне с московского телефона если есть вопросы приезжай на кутузовский в любой день блять,позвони мне с московского телефона если есть вопросы приезжай на кутузовский в любой день блядь,позвони мне с московского телефона если есть вопросы приезжай на кутузовский в любой день блять,0.8385139589954633,7.15,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/ef/e0fb16905be4.wav,даев переулок дом тринадцать,даев переулок дом тринадцать,даев переулок дом тринадцать,даев переулок дом тринадцать,0.7697518749919254,2.61,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/f1/48d22344a1a3.wav,понедельник к к девяти часам прийти куда прийтито,в понедельник в девять часам прийти куда прийти то,понедельник к к девяти часам прийти куда прийтито,в понедельник в девять часам прийти куда прийти то,0.7472765409911517,3.05,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/cf/0b05c9c85bc4.wav,мне жалко мой автомобиль,мне жалко мой автомобиль,мне жалко мой автомобиль,мне жалко мой автомобиль,0.6955080830084626,1.35,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/34/fd63caf72c2e.wav,слышь я твою маму ебал,слышишь я твою маму ебал,слышь я твою маму ебал,слышишь я твою маму ебал,0.6846058340161107,1.07,
